set_no,name,price_store,price_used,aftermarket,popularity,category,year,volume,weight,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
7715-1,Push-Along Passenger Steam Train,,112.0,,7.0,Advanced-models,1985.0,,,450,97,11,Black,Red
7722-1,Steam Cargo Train Set,68.5,150.0,81.5,37.800000000000004,Advanced-models,1985.0,,,498,143,11,Black,Gray
7735-1,Freight Train Set,,218.0,,17.2,Advanced-models,1985.0,,,517,129,10,Black,Gray
7745-1,High-Speed City Express Passenger Train Set,,268.0,,22.0,Advanced-models,1985.0,,,736,137,11,Black,Gray
7817-1,Crane Wagon,25.5,53.0,27.5,8.0,Advanced-models,1985.0,,,148,61,6,Black,Red
7835-1,Road Crossing,18.15,65.0,46.85,17.2,Advanced-models,1985.0,,,136,52,9,Black,Gray
1525-1,LEGO Container Lorry,,71.0,,,Modern-Town,1986.0,,,154,56,10,Yellow,Black
1526-1, Unknown,,,,,Space,1986.0,,,105,49,6,Blue,Black
1528-1,Dragster,,22.0,,6.0,Modern-Town,1986.0,,,29,18,4,Black,White
1557-1,Scooter,,11.0,,9.0,Space,1986.0,,,26,20,7,Gray,Blue
1558-1,Mobile Command Trailer,,71.0,,9.0,Space,1986.0,,,68,36,6,Blue,Gray
1572-1,Super Tow Truck,,31.0,,16.0,Modern-Town,1986.0,,,79,44,8,Black,White
1580-1,Lunar Scout,,93.0,,14.100000000000001,Space,1986.0,,,72,40,6,Gray,Black
1589-2,"Breakdown Assistance, Touring Club Schweiz Edition",,293.0,,,Modern-Town,1986.0,,,262,109,11,Yellow,Black
3633-1,Motor Boat with Walter Walrus,5.25,12.0,6.75,,Bigfig-Junior,1986.0,,,14,13,5,Blue,Yellow
3668-1,Merry-Go-Round with Ticket Booth,17.75,42.0,24.25,,Bigfig-Junior,1986.0,,,50,32,8,Yellow,Red
3679-1,Flour Mill and Shop,26.75,77.0,50.25,,Bigfig-Junior,1986.0,,,82,36,7,Red,Yellow
3796-1,Patricia Piglet at her Bakery,3.35,10.0,6.65,,Bigfig-Junior,1986.0,,,31,15,5,Yellow,Red
5510-1,Off-Road 4 x 4,,34.0,,34.300000000000004,Advanced-models,1986.0,,,290,116,9,Black,Yellow
5540-1,Formula 1 Racer,,44.0,,20.0,Advanced-models,1986.0,,,452,133,8,Black,Red
5580-1,Highway Rig,,72.0,,28.200000000000003,Advanced-models,1986.0,,,683,177,9,Gray,Black
6012-1,Siege Cart,3.5,13.0,9.5,15.2,Historical,1986.0,,,54,31,8,Black,Gray
6023-1,Maiden's Cart,5.5,16.0,10.5,21.7,Historical,1986.0,,,45,34,8,Black,Red
6041-1,Armor Shop,,44.0,,32.9,Historical,1986.0,,,114,60,9,Gray,Black
6067-1,Guarded Inn,19.75,86.0,66.25,36.0,Historical,1986.0,,,261,105,9,Gray,Black
6074-1,Black Falcon's Fortress,35.0,113.0,78.0,76.8,Historical,1986.0,,,446,118,9,Gray,Black
6301-1,Town Mini-Figures,5.5,15.0,9.5,12.0,Modern-Town,1986.0,,,34,26,8,Black,White
6310-1,"Road Plates, Junction",5.75,13.0,7.25,10.0,Modern-Town,1986.0,,,2,1,1,Gray,Gray
6311-1,"Road Plates, Curved",5.75,12.0,6.25,14.100000000000001,Modern-Town,1986.0,,,2,1,1,Gray,Gray
6312-1,"Road Plates, Straight",5.75,15.0,9.25,14.100000000000001,Modern-Town,1986.0,,,2,1,1,Gray,Gray
6313-1,"Road Plates, Cross",5.75,29.0,23.25,9.0,Modern-Town,1986.0,,,2,1,1,Gray,Gray
6359-1,Horse Trailer,12.75,26.0,13.25,9.0,Modern-Town,1986.0,,,144,76,8,White,Red
6360-1,Weekend Cottage,12.75,42.0,29.25,12.899999999999999,Modern-Town,1986.0,,,119,61,9,Yellow,Red
6361-1,Mobile Crane,12.75,17.0,4.25,22.0,Modern-Town,1986.0,,,164,75,10,Black,Yellow
6378-1,Shell Service Station,25.5,60.0,34.5,38.4,Modern-Town,1986.0,,,290,99,10,White,Black
6379-1,Riding Stable,26.0,46.0,20.0,19.2,Modern-Town,1986.0,,,286,89,9,White,Red
6386-1,Police Command Base,,38.0,,40.0,Modern-Town,1986.0,,,406,148,14,White,Black
6450-1,Mobile Police Truck,,21.0,,10.0,Modern-Town,1986.0,,,86,54,9,Black,White
6480-1,Hook and Ladder Truck,20.0,24.0,4.0,17.2,Modern-Town,1986.0,,,121,72,12,Red,Black
6612-1,Fire Chief's Car,,4.0,,8.100000000000001,Modern-Town,1986.0,203.87,,29,21,5,Red,Black
6613-1,Telephone Booth,,8.0,,24.0,Modern-Town,1986.0,209.38,,26,19,6,Yellow,Black
6634-1,Stock Car,,4.0,,38.4,Modern-Town,1986.0,,,47,26,9,White,Black
6658-1,Bulldozer,,7.0,,10.0,Modern-Town,1986.0,,,65,35,8,Yellow,Black
6659-1,TV Camera Crew,,9.0,,14.100000000000001,Modern-Town,1986.0,,,66,40,9,White,Black
6676-1,Mobile Command Unit,,9.0,,17.2,Modern-Town,1986.0,,,100,60,9,White,Black
6677-1,Motocross Racing,,11.0,,12.899999999999999,Modern-Town,1986.0,,,77,44,9,Yellow,Black
6698-1,RV with Speedboat,,10.0,,25.0,Modern-Town,1986.0,,,130,76,10,White,Blue
6702-1,Space Mini-Figures,5.0,46.0,41.0,15.2,Space,1986.0,,,43,31,6,Gray,Black
6750-1,Sonic Robot,,45.0,,10.0,Space,1986.0,,,110,53,9,White,Black
6780-1,XT Starship,,60.0,,23.0,Space,1986.0,,,206,86,8,White,Black
6783-1,Sonar Transmitting Cruiser,50.0,97.0,47.0,23.0,Space,1986.0,,,348,113,9,White,Black
6802-1,Space Probe,,26.0,,13.2,Space,1986.0,,,26,20,4,Black,Gray
6820-1,Starfire I,,8.0,,9.0,Space,1986.0,,,34,24,5,White,Black
6845-1,Cosmic Charger,,9.0,,8.0,Space,1986.0,,,51,31,5,Blue,White
6874-1,Moon Rover,,14.0,,9.0,Space,1986.0,,,66,41,8,White,Blue
6892-1,Modular Space Transport,,35.0,,12.0,Space,1986.0,,,150,64,7,Blue,White
6926-1,Mobile Recovery Vehicle,,52.0,,12.899999999999999,Space,1986.0,,,150,74,6,Blue,Gray
6940-1,Alien Moon Stalker,,99.0,,32.9,Space,1986.0,,,268,85,8,Gray,Black
6985-1,Cosmic Fleet Voyager,,190.0,,46.0,Space,1986.0,,,413,135,8,Blue,White
7813-1,Shell Tanker Wagon,,43.0,,7.0,Advanced-models,1986.0,,,121,38,7,Black,Gray
7823-1,Container Crane Depot,,123.0,,14.100000000000001,Advanced-models,1986.0,,,483,134,10,Gray,Black
7839-1,Car Transport Depot,,102.0,,21.0,Advanced-models,1986.0,,,341,109,11,Black,Red
8035-1,Universal Set,,16.0,,6.0,Technical,1986.0,,,176,50,4,Gray,Blue
8055-1,Universal Motor Set,34.99,32.0,-2.990000000000002,10.0,Technical,1986.0,,,190,60,3,Gray,Red
8620-1,Snow Scooter,,24.0,,5.0,Technical,1986.0,,,101,36,7,Gray,White
8640-1,Polar Copter,,43.0,,9.0,Technical,1986.0,,,238,67,8,Gray,White
8660-1,Arctic Rescue Unit,,64.0,,19.2,Technical,1986.0,,,387,95,8,Gray,Black
8680-1,Arctic Rescue Base,,145.0,,8.0,Technical,1986.0,,,523,133,8,White,Gray
8842-1,Go-Kart,25.0,23.0,-2.0,15.2,Technical,1986.0,,,280,73,4,Gray,Black
8849-1,Tractor,,55.0,,8.0,Technical,1986.0,,,347,87,5,Gray,Black
610-2,Rescue Helicopter,,22.0,,,Modern-Town,1987.0,,,35,20,4,Red,Gray
1467-1,Race Car,,25.0,,,Modern-Town,1987.0,,,46,20,5,White,Red
1468-1,Petrol Tanker,,15.0,,,Modern-Town,1987.0,,,40,21,6,Yellow,White
1469-1,Helicopter,,25.0,,,Modern-Town,1987.0,,,39,18,4,Yellow,Red
1470-1,Petrol Pumps and Garage Staff,,8.0,,,Modern-Town,1987.0,,,32,17,4,White,Red
1472-1,Vacation House,,80.0,,19.2,Modern-Town,1987.0,,,365,157,14,White,Red
1484-1,Houses,,105.0,,27.0,Modern-Town,1987.0,,,217,102,13,Red,Yellow
1496-1,Rally Car,,28.0,,8.0,Modern-Town,1987.0,,,52,31,7,Black,Red
1497-1,Pitstop and Crew,,37.0,,9.0,Modern-Town,1987.0,,,124,69,11,White,Black
1498-1,Spy-Bot,,45.0,,8.0,Space,1987.0,,,63,32,3,Gray,Black
1499-1,Twin Starfire,,76.0,,14.0,Space,1987.0,,,89,43,7,White,Blue
1516-1,Promotional Set,,215.0,,,Bigfig-Junior,1987.0,,,22,14,6,Red,Brown
3636-1,Lucy Lamb's Bedroom,,12.0,,4.0,Bigfig-Junior,1987.0,,,22,17,7,Yellow,Red
3645-1,School Room,,28.0,,,Bigfig-Junior,1987.0,,,26,15,7,Yellow,Red
3659-1,Playground,,36.0,,,Bigfig-Junior,1987.0,,,17,16,6,White,Red
3662-1,Double-Decker Bus,,44.0,,5.0,Bigfig-Junior,1987.0,,,33,25,7,Red,Black
3674-1,Bonny Bunny's New House,14.75,70.0,55.25,,Bigfig-Junior,1987.0,,,41,31,8,Red,Yellow
3675-1,General Store,,95.0,,,Bigfig-Junior,1987.0,,,106,62,9,Blue,Yellow
3682-1,Fire Station,39.75,125.0,85.25,,Bigfig-Junior,1987.0,,,153,58,9,Red,Yellow
3797-1,Fire Chief Boris Bulldog,,8.0,,,Bigfig-Junior,1987.0,,,9,8,4,Red,Black
4010-1,Police Rescue Boat,15.5,20.0,4.5,34.4,Modern-Town,1987.0,,,84,49,11,White,Blue
4020-1,Fire Fighter,28.5,45.0,16.5,15.0,Modern-Town,1987.0,,,206,104,11,White,Black
4030-1,Cargo Carrier,44.0,112.0,68.0,15.0,Modern-Town,1987.0,,,323,111,10,White,Black
6017-1,King's Oarsmen,3.75,11.0,7.25,28.0,Historical,1987.0,,,45,27,8,Black,White
6049-1,Viking Voyager,11.0,34.0,23.0,25.200000000000003,Historical,1987.0,,,101,50,8,Black,Red
6062-1,Battering Ram,19.95,67.0,47.05,30.800000000000004,Historical,1987.0,,,240,94,9,Gray,Black
6066-1,Camouflaged Outpost,23.0,100.0,77.0,73.5,Historical,1987.0,,,240,97,8,Gray,Black
6358-1,Snorkel Squad,13.5,16.0,2.5,19.2,Modern-Town,1987.0,,,155,75,9,Red,Black
6380-1,Emergency Treatment Center,29.75,63.0,33.25,72.0,Modern-Town,1987.0,,,315,105,15,White,Black
6381-1,Motor Speedway,23.0,19.0,-4.0,12.0,Modern-Town,1987.0,,,210,113,9,White,Red
6393-1,Big Rig Truck Stop,52.75,89.0,36.25,24.0,Modern-Town,1987.0,,,635,209,12,Blue,Black
6501-1,Sport Convertible,,4.0,,9.0,Modern-Town,1987.0,209.38,,30,20,7,Black,Gray
6502-1,Turbo Racer,,4.0,,11.100000000000001,Modern-Town,1987.0,209.38,,24,18,5,Black,Blue
6521-1,Emergency Repair Truck,,6.0,,25.799999999999997,Modern-Town,1987.0,,,58,31,9,Yellow,Black
6522-1,Highway Patrol,,8.0,,28.699999999999996,Modern-Town,1987.0,,,38,19,8,Black,White
6523-1,Red Cross,,8.0,,21.0,Modern-Town,1987.0,,,51,32,9,White,Red
6641-1,4-Wheelin' Truck,6.5,6.0,-0.5,9.0,Modern-Town,1987.0,,,81,40,9,Black,White
6687-1,Turbo Prop I,6.48,9.0,2.5199999999999996,18.0,Modern-Town,1987.0,,,78,45,10,White,Black
6693-1,Refuse Collection Truck,,18.0,,25.0,Modern-Town,1987.0,,,114,65,10,Yellow,Red
6699-1,Cycle Fix-It Shop,,29.0,,18.0,Modern-Town,1987.0,,,81,42,10,Yellow,Black
6808-1,Galaxy Trekkor,,6.0,,3.0,Space,1987.0,,,29,22,5,White,Black
6809-1,XT-5 and Droid,,8.0,,19.2,Space,1987.0,,,37,26,6,Black,Gray
6827-1,Strata Scooter,,11.0,,7.0,Space,1987.0,,,35,24,6,White,Black
6849-1,Satellite Patroller,,13.0,,14.100000000000001,Space,1987.0,,,47,33,5,Black,White
6883-1,Terrestrial Rover,,25.0,,12.0,Space,1987.0,,,109,50,6,Blue,Black
6884-1,Aero Module,,17.0,,10.0,Space,1987.0,,,109,59,6,White,Black
6893-1,Orion II Hyperspace,,30.0,,15.0,Space,1987.0,,,162,75,7,White,Black
6894-1,Invader,,32.0,,32.199999999999996,Space,1987.0,,,159,76,6,Black,Yellow
6932-1,Stardefender 200,,66.0,,41.4,Space,1987.0,,,251,73,5,White,Black
6941-1,Battrax,,64.0,,34.300000000000004,Space,1987.0,,,284,87,5,Black,Yellow
6953-1,Cosmic Laser Launcher,30.0,75.0,45.0,22.0,Space,1987.0,,,211,94,7,White,Black
6954-1,Renegade,30.0,136.0,106.0,18.0,Space,1987.0,,,315,101,4,Black,Yellow
6972-1,Polaris I Space Lab,,117.0,,25.0,Space,1987.0,,,390,103,7,White,Black
6990-1,Monorail Transport System,155.0,330.0,175.0,65.0,Space,1987.0,,,731,173,7,White,Black
8852-1,Robot,,39.0,,8.0,Technical,1987.0,,,327,76,5,Black,Gray
611-2,Air Canada Jet Plane,,200.0,,,Modern-Town,1988.0,,,89,39,5,White,Gray
1490-1,Town Bank,,297.0,,16.0,Modern-Town,1988.0,,,197,94,12,Red,Black
1584-1,Knight's Challenge,,134.0,,17.2,Historical,1988.0,,,172,102,9,Yellow,Red
1612-1,Victory Racer,,4.0,,19.0,Modern-Town,1988.0,,0.03,30,20,5,Red,Yellow
3622-1,Rowboat with Lionel Lion and Hannah Hippopotamus,,21.0,,,Bigfig-Junior,1988.0,,,14,11,4,Yellow,White
3623-1,Beauty Salon,,20.0,,,Bigfig-Junior,1988.0,,,26,18,7,Yellow,Red
3646-1,Catherine Cat in her Kitchen,,24.0,,10.0,Bigfig-Junior,1988.0,,,54,28,8,White,Yellow
3680-1,Caravan and Rowboat,,90.0,,,Bigfig-Junior,1988.0,,,24,19,5,Red,Yellow
3683-1,Amusement Park,,181.0,,5.0,Bigfig-Junior,1988.0,,,91,55,6,Yellow,Red
3721-1,Clive Crocodile on his Skateboard,,7.0,,,Bigfig-Junior,1988.0,,,11,5,4,Red,Blue
3798-1,Hannah Hippopotamus on a Picnic,,13.0,,,Bigfig-Junior,1988.0,,,25,16,6,White,Red
6016-1,Knights' Arsenal,4.25,10.0,5.75,30.4,Historical,1988.0,,,37,27,8,Black,Blue
6035-1,Castle Guard,5.75,23.0,17.25,37.800000000000004,Historical,1988.0,,,54,35,9,White,Black
6039-1,Twin-Arm Launcher,8.5,21.0,12.5,22.0,Historical,1988.0,,,77,38,7,Black,Brown
6054-1,Forestmen's Hideout,17.5,50.0,32.5,68.60000000000001,Historical,1988.0,,,205,72,9,Black,Green
6085-1,Black Monarch's Castle,68.0,163.0,95.0,166.60000000000002,Historical,1988.0,,,696,141,9,Black,Gray
6103-1,Castle Mini Figures,6.75,38.0,31.25,35.2,Historical,1988.0,,,42,31,8,Brown,Yellow
6309-1,Town Mini-Figures,6.0,17.0,11.0,11.100000000000001,Modern-Town,1988.0,,,41,30,11,White,Black
6315-1,Road Signs,3.0,13.0,10.0,28.0,Modern-Town,1988.0,,,11,10,1,White,White
6316-1,Flags and Fences,4.0,7.0,3.0,10.0,Modern-Town,1988.0,470.30399999999986,0.05,38,11,5,White,Red
6317-1,Trees and Flowers,4.0,13.0,9.0,10.0,Modern-Town,1988.0,,,48,8,5,Green,Blue
6349-1,Holiday Villa,,52.0,,25.0,Modern-Town,1988.0,,,216,89,12,White,Red
6356-1,Med-Star Rescue Plane,15.5,19.0,3.5,32.9,Modern-Town,1988.0,,,161,79,9,White,Red
6357-1,Stunt 'Copter N' Truck,17.0,11.0,-6.0,36.0,Modern-Town,1988.0,,,186,100,9,Black,Gray
6394-1,Metro Park & Service Tower,58.25,113.0,54.75,52.8,Modern-Town,1988.0,,,632,213,14,White,Black
6395-1,Victory Lap Raceway,58.25,100.0,41.75,51.7,Modern-Town,1988.0,,,613,228,11,White,Red
6503-1,Sprint Racer,,4.0,,47.3,Modern-Town,1988.0,,,32,23,6,White,Red
6504-1,Tractor,,4.0,,15.2,Modern-Town,1988.0,,,26,20,7,Black,Blue
6505-1,Fire Chief's Car,,4.0,,9.899999999999999,Modern-Town,1988.0,,,29,20,8,Red,Black
6524-1,Blizzard Blazer,4.0,6.0,2.0,14.100000000000001,Modern-Town,1988.0,,,50,31,8,Black,White
6590-1,Vacation Camper,,15.0,,28.799999999999997,Modern-Town,1988.0,,,116,64,8,Red,White
6642-1,Police Helicopter,15.0,7.0,-8.0,17.2,Modern-Town,1988.0,,,68,45,7,White,Black
6643-1,Fire Chief's Truck,,8.0,,19.2,Modern-Town,1988.0,,,77,48,9,Red,White
6674-1,Crane Truck,,10.0,,4.0,Modern-Town,1988.0,,,98,60,7,Red,Black
6675-1,Road & Trail 4 x 4,,7.0,,23.0,Modern-Town,1988.0,,,81,39,8,Black,Yellow
6703-1,Minifig Pack,,34.0,,19.2,Space,1988.0,,,42,26,7,Black,Yellow
6770-1,Lunar Transporter Patroller,,36.0,,6.0,Space,1988.0,,,117,54,7,White,Black
6828-1,Twin-Winged Spoiler,,10.0,,5.0,Space,1988.0,,,57,33,6,White,Black
6830-1,Space Patroller,,7.0,,28.799999999999997,Space,1988.0,,,51,32,5,White,Black
6848-1,Strategic Pursuer,,9.0,,10.0,Space,1988.0,,,62,37,5,White,Black
6875-1,Hovercraft,,15.0,,5.0,Space,1988.0,,,93,47,5,White,Black
6876-1,Alienator,,14.0,,36.8,Space,1988.0,,,92,52,5,Black,Yellow
6885-1,Crater Crawler,,15.0,,7.0,Space,1988.0,,,101,54,7,White,Black
6921-1,Monorail Accessory Track,34.95,125.0,90.05,4.0,Space,1988.0,,,46,6,2,Gray,Black
6925-1,Interplanetary Rover,,43.0,,,Space,1988.0,,,211,74,7,White,Black
6987-1,Message Intercept Base,,180.0,,52.8,Space,1988.0,,,577,153,5,Black,Yellow
8712-1,Technic Figures,8.25,27.0,18.75,14.0,Technical,1988.0,,,14,10,5,Red,Red
8832-1,Roadster,,9.0,,15.2,Technical,1988.0,,,86,40,5,Black,Gray
8853-1,Excavator,,27.0,,8.0,Technical,1988.0,,,329,79,4,Yellow,Gray
8855-1,Prop Plane,,72.0,,14.0,Technical,1988.0,,,570,85,7,Yellow,Gray
8865-1,Test Car,,95.0,,36.9,Technical,1988.0,,,910,140,7,Gray,Black
1489-1,Mobile Car Crane,12.75,40.0,27.25,5.0,Modern-Town,1989.0,,,175,95,11,Blue,Yellow
1517-1,Black Racing Car,,6.0,,12.0,Modern-Town,1989.0,,,32,23,5,Black,Red
1518-1,Racing Service Crew,,15.0,,5.0,Modern-Town,1989.0,,,79,45,10,White,Red
1620-1,Astro Dart,,112.0,,,Space,1989.0,,,32,23,5,White,Black
1621-1,Lunar MPV Vehicle,,28.0,,,Space,1989.0,,,96,53,7,White,Black
1898-1,Dragster,,16.0,,,Modern-Town,1989.0,,,27,19,7,Black,Blue
1899-1,Race Car Number 1.,,8.0,,,Modern-Town,1989.0,,,24,17,6,Black,Gray
1952-1,Milk Truck,,122.0,,4.0,Modern-Town,1989.0,,,128,57,8,White,Black
1973-1,Emirates Airliner,,68.0,,,Modern-Town,1989.0,,,139,61,10,White,Gray
1974-2,Flyercracker USA,,9.0,,8.0,Modern-Town,1989.0,,,74,47,9,White,Red
1974-3,Smuggler's Hayride,,34.0,,16.0,Historical,1989.0,,,54,34,7,Black,Yellow
1974-4,Star Quest,,10.0,,9.0,Space,1989.0,,,37,23,5,Black,White
3647-1,Lionel Lion's Classroom,,39.0,,3.0,Bigfig-Junior,1989.0,,,45,20,7,Yellow,Yellow
3663-1,Merry-Go-Round,,28.0,,,Bigfig-Junior,1989.0,,,22,19,6,Yellow,Red
3676-1,Cathy Cat's Fun Park,,126.0,,,Bigfig-Junior,1989.0,,,42,33,6,White,Blue
6060-1,Knight's Challenge,22.0,120.0,98.0,12.0,Historical,1989.0,,,172,102,9,Yellow,Red
6077-2,Forestmen's River Fortress,37.5,144.0,106.5,41.4,Historical,1989.0,,,364,118,9,Gray,Black
6235-1,Buried Treasure,3.25,7.0,3.75,58.800000000000004,Historical,1989.0,,,27,22,9,Yellow,Yellow
6245-1,Harbour Sentry,4.25,6.0,1.75,88.0,Historical,1989.0,,,27,20,7,Black,Brown
6251-1,Pirate Minifigures,6.5,20.0,13.5,35.2,Historical,1989.0,,,41,32,8,Yellow,Yellow
6255-1,Pirates Comic,,100.0,,18.0,Historical,1989.0,,,13,12,8,Yellow,Brown
6257-1,Castaway's Raft,8.5,12.0,3.5,42.300000000000004,Historical,1989.0,,,54,32,8,Black,Brown
6260-1,Shipwreck Island,12.0,19.0,7.0,36.8,Historical,1989.0,,,78,49,10,Brown,Black
6265-1,Sabre Island,15.5,34.0,18.5,120.0,Historical,1989.0,,,99,56,8,White,Yellow
6270-1,Forbidden Island,37.5,66.0,28.5,75.2,Historical,1989.0,,,191,106,11,Black,Gray
6274-1,Caribbean Clipper,54.0,133.0,79.0,81.0,Historical,1989.0,,,394,138,10,Black,Yellow
6276-1,Eldorado Fortress,66.0,193.0,127.0,107.80000000000001,Historical,1989.0,,,521,171,12,White,Yellow
6285-1,Black Seas Barracuda,110.0,240.0,130.0,205.8,Historical,1989.0,,,920,201,10,Black,Yellow
6355-1,Derby Trotter,14.0,23.0,9.0,27.3,Modern-Town,1989.0,,,144,61,11,White,Red
6387-1,Coastal Rescue Base,35.0,51.0,16.0,21.0,Modern-Town,1989.0,,,375,153,14,White,Blue
6388-1,Holiday Home with Campervan,,43.0,,23.0,Modern-Town,1989.0,,,367,156,14,White,Red
6481-1,Construction Crew,27.0,29.0,2.0,25.0,Modern-Town,1989.0,,,186,93,13,Yellow,Black
6482-1,Rescue Helicopter,35.0,31.0,-4.0,24.0,Modern-Town,1989.0,,,198,99,11,White,Red
6506-1,Precinct Cruiser,2.0,4.0,2.0,21.0,Modern-Town,1989.0,,,32,21,6,White,Black
6507-1,Mini Dumper,,3.0,,7.0,Modern-Town,1989.0,,,30,18,6,Black,Yellow
6526-1,Red Line Racer,4.0,4.0,0.0,8.0,Modern-Town,1989.0,,,49,32,6,Black,Gray
6527-1,Tipper Truck,,5.0,,5.0,Modern-Town,1989.0,,,43,29,7,Yellow,Black
6528-1,Sand Storm Racer,3.75,5.0,1.25,18.0,Modern-Town,1989.0,,,39,26,7,White,Red
6591-1,Nitro-Dragsters,12.0,30.0,18.0,,Modern-Town,1989.0,,,144,73,11,Gray,White
6660-1,Hook & Haul Wrecker,6.0,8.0,2.0,24.0,Modern-Town,1989.0,,,52,34,9,White,Red
6661-1,Mobile TV Studio,,10.0,,19.2,Modern-Town,1989.0,,,82,51,8,Blue,Gray
6671-1,Utility Repair Lift,7.99,10.0,2.01,32.199999999999996,Modern-Town,1989.0,,,107,55,9,Yellow,Black
6781-1,SP-Striker,28.0,78.0,50.0,30.0,Space,1989.0,,,230,97,5,Black,Blue
6810-1,Laser Ranger,2.0,6.0,4.0,28.0,Space,1989.0,,,41,26,5,White,Black
6831-1,Message Decoder,3.0,6.0,3.0,35.2,Space,1989.0,,,36,26,5,Black,Transparent
6850-1,Auxiliary Patroller,,12.0,,12.0,Space,1989.0,,,49,33,5,White,Black
6886-1,Galactic Peace Keeper,12.0,22.0,10.0,52.8,Space,1989.0,,,121,61,5,Black,Blue
6895-1,Spy Trak 1,15.0,30.0,15.0,47.3,Space,1989.0,,,152,76,6,Black,Blue
6955-1,Space Lock-Up Isolation Base,26.0,112.0,86.0,28.200000000000003,Space,1989.0,,,253,102,6,Black,Blue
6986-1,Mission Commander,50.0,145.0,95.0,39.6,Space,1989.0,,,479,141,5,Black,Blue
8024-1,Universal Set,,8.0,,7.0,Technical,1989.0,,,114,37,5,Red,Gray
8034-1,Universal Set,,15.0,,9.0,Technical,1989.0,,,187,42,4,Yellow,Gray
8044-1,Universal Pneumatic Set,,26.0,,4.0,Technical,1989.0,,,198,64,6,Red,Gray
8054-1,Universal Motor Set,,62.0,,5.0,Technical,1989.0,,,196,60,3,Gray,Yellow
8835-1,Forklift,,28.0,,8.0,Technical,1989.0,,,244,80,5,Gray,Black
8854-1,Power Crane,,59.0,,9.0,Technical,1989.0,,,516,112,6,Gray,Black
8862-1,Backhoe Grader,,88.0,,44.0,Technical,1989.0,,,679,122,4,Yellow,Gray
1560-1,Glory Glider,,5.0,,6.0,Modern-Town,1990.0,,,26,20,6,Yellow,Black
1561-1,Stunt Chopper,,3.0,,11.100000000000001,Modern-Town,1990.0,,,32,21,5,Yellow,Gray
1562-1,Wave Jumper,,6.0,,3.0,Modern-Town,1990.0,,,25,19,5,Black,Yellow
1563-1,Track Blaster,,4.0,,9.899999999999999,Modern-Town,1990.0,,,30,20,5,Black,White
1581-2,Arla Milk Delivery Truck,,252.0,,15.0,Modern-Town,1990.0,,,123,55,8,White,Black
1630-1,Helicopter,,1.0,,12.0,Modern-Town,1990.0,,,27,21,6,Blue,Gray
1631-1,Black Race Car,,8.0,,22.200000000000003,Modern-Town,1990.0,,,23,15,3,Black,Yellow
1632-1,Speedboat,,3.0,,12.0,Modern-Town,1990.0,,,28,23,5,White,Red
1633-1,Mini Loader,,6.0,,3.0,Modern-Town,1990.0,,,24,15,4,Yellow,Black
1665-1,Dual FX Racers,8.75,13.0,4.25,4.0,Modern-Town,1990.0,,,108,58,7,Black,White
1680-1,Crusader's Cart,,33.0,,18.0,Historical,1990.0,,,67,39,8,Black,Blue
1682-1,Space Shuttle Launch,,97.0,,42.300000000000004,Modern-Town,1990.0,,,423,154,11,White,Red
1875-1,Meteor Monitor,,13.0,,17.2,Space,1990.0,,,32,18,4,Black,White
1876-1,Soil Scooper,,23.0,,4.0,Modern-Town,1990.0,,,73,45,10,Red,Black
1877-1,Crusader's Cart,,38.0,,18.0,Historical,1990.0,,,62,37,8,Black,Blue
5590-1,Whirl and Wheel Super Truck,80.0,104.0,24.0,25.0,Advanced-models,1990.0,,,1076,218,9,Black,Gray
6018-1,Battle Dragon,4.5,10.0,5.5,31.2,Historical,1990.0,,,56,33,7,Black,Red
6034-1,Black Monarch's Ghost,7.25,14.0,6.75,75.60000000000001,Historical,1990.0,,,50,40,10,Black,Gray
6042-1,Dungeon Hunters,12.75,28.0,15.25,28.0,Historical,1990.0,,,112,58,9,Black,Blue
6059-1,Knight's Stronghold,22.0,46.0,24.0,35.2,Historical,1990.0,,,229,91,10,Black,Gray
6071-1,Forestmen's Crossing,28.5,194.0,165.5,32.199999999999996,Historical,1990.0,,,214,80,8,Gray,Black
6081-1,King's Mountain Fortress,58.0,146.0,88.0,79.2,Historical,1990.0,,,441,144,11,Gray,Black
6354-1,Pursuit Squad,15.5,12.0,-3.5,28.8,Modern-Town,1990.0,,,175,96,11,White,Black
6375-1,Trans Air Carrier,,39.0,,19.2,Modern-Town,1990.0,,,216,103,10,Red,White
6376-1,Breezeway Café,23.0,48.0,25.0,38.4,Modern-Town,1990.0,,,202,78,12,White,Yellow
6389-1,Fire Control Center,52.0,41.0,-11.0,25.200000000000003,Modern-Town,1990.0,,,543,177,12,Red,White
6396-1,International Jetport,69.75,105.0,35.25,34.4,Modern-Town,1990.0,,,561,220,15,White,Gray
6399-1,Airport Shuttle,140.0,488.0,348.0,93.10000000000001,Modern-Town,1990.0,,,790,196,14,Red,White
6508-1,Wave Racer,3.0,4.0,1.0,19.0,Modern-Town,1990.0,,,39,28,7,White,Blue
6529-1,Ultra Lite I,4.0,5.0,1.0,15.2,Modern-Town,1990.0,,,36,29,8,White,Red
6530-1,Sport Coupe,,5.0,,25.200000000000003,Modern-Town,1990.0,,,43,26,7,Yellow,Black
6592-1,Vacation Hideaway,,26.0,,32.9,Modern-Town,1990.0,,,127,67,11,Red,Yellow
