set_no,name,price_store,price_used,aftermarket,popularity,category,year,volume,weight,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
8045-1,Mini Telehandler,10.99,10.0,-0.9900000000000002,19.0,Technical,2010.0,1238.826,0.2,123,48,10,Black,Gray
8046-1,Helicopter,19.99,6.0,-13.989999999999998,17.2,Technical,2010.0,3052.562,0.3,157,55,9,Black,Gray
8047-1,Compact Excavator,24.99,23.0,-1.9899999999999984,46.0,Technical,2010.0,4728.576,0.47,258,73,10,Black,Gray
8048-1,Buggy,39.99,27.0,-12.990000000000002,47.3,Technical,2010.0,5604.704000000002,0.61,318,86,9,Black,Gray
8049-1,Tractor with Log Loader,59.99,50.0,-9.990000000000002,42.0,Technical,2010.0,8256.96,1.0,538,119,13,Black,Gray
8051-1,Motorbike,39.99,60.0,20.009999999999998,87.39999999999999,Technical,2010.0,5604.704000000002,0.77,480,105,11,Black,Gray
8052-1,Container Truck,69.99,62.0,-7.989999999999995,35.1,Technical,2010.0,8984.52,1.25,695,108,11,Black,Gray
8053-1,Mobile Crane,99.99,81.0,-18.989999999999995,49.5,Technical,2010.0,19139.652,2.03,1307,150,12,Black,Gray
8056-1,Monster Crab Clash,6.99,3.0,-3.99,107.5,Lego-Brand,2010.0,791.2919999999997,0.08,70,31,10,Black,Yellow
8057-1,Wreck Raider,9.99,4.0,-5.99,96.6,Lego-Brand,2010.0,1238.826,0.1,67,46,11,Gray,Gray
8058-1,Guardian of the Deep,14.99,8.0,-6.99,82.8,Lego-Brand,2010.0,3052.562,0.28,152,80,11,Black,Red
8059-1,Seabed Scavenger,14.99,7.0,-7.99,49.5,Lego-Brand,2010.0,3052.562,0.3,126,70,15,Gray,Red
8060-1,Typhoon Turbo Sub,24.99,8.0,-16.99,58.800000000000004,Lego-Brand,2010.0,4728.576,0.4,207,109,17,Red,Black
8061-1,Gateway of the Squid,39.99,24.0,-15.990000000000002,41.0,Lego-Brand,2010.0,8256.96,0.74,366,143,20,Black,Gray
8072-1,Sea Jet,3.99,2.0,-1.9900000000000002,24.0,Lego-Brand,2010.0,342.16,0.03,28,23,8,Gray,Black
8073-1,Manta Warrior,3.99,3.0,-0.9900000000000002,57.6,Lego-Brand,2010.0,342.16,0.03,14,13,5,Gray,Blue
8075-1,Neptune Carrier,59.99,21.0,-38.99,30.800000000000004,Lego-Brand,2010.0,12882.239999999998,0.95,497,170,19,Red,Gray
8076-1,Deep Sea Striker,19.99,13.0,-6.989999999999998,18.0,Lego-Brand,2010.0,3989.2259999999997,0.35,266,89,12,Black,Yellow
8077-1,Atlantis Exploration HQ,49.99,33.0,-16.990000000000002,32.199999999999996,Lego-Brand,2010.0,11877.84,0.96,487,172,20,Gray,Red
8078-1,Portal of Atlantis,99.99,70.0,-29.989999999999995,48.0,Lego-Brand,2010.0,19139.652,1.83,1032,249,27,Gray,Black
8079-1,Shadow Snapper,29.99,19.0,-10.989999999999998,16.0,Lego-Brand,2010.0,,,254,91,12,Black,Red
8080-1,Undersea Explorer,39.99,32.0,-7.990000000000002,12.899999999999999,Lego-Brand,2010.0,,,361,124,14,Red,Black
8083-1,Rebel Trooper Battle Pack,11.99,8.0,-3.99,193.20000000000002,Licensed-StarWars,2010.0,1238.826,0.13,82,50,9,White,Gray
8084-1,Snowtrooper Battle Pack,11.99,12.0,0.009999999999999787,175.5,Licensed-StarWars,2010.0,1238.826,0.11,77,57,6,Black,White
8085-1,Freeco Speeder,24.99,14.0,-10.989999999999998,114.79999999999998,Licensed-StarWars,2010.0,4728.576,0.36,183,90,15,White,Gray
8086-1,Droid Tri-Fighter,24.99,15.0,-9.989999999999998,74.80000000000001,Licensed-StarWars,2010.0,4728.576,0.38,272,66,9,Gray,Gray
8087-1,TIE Defender,49.99,52.0,2.009999999999998,82.0,Licensed-StarWars,2010.0,9500.651999999998,0.69,309,75,9,Gray,Gray
8088-1,ARC-170 Starfighter,59.99,65.0,5.009999999999998,167.7,Licensed-StarWars,2010.0,8984.52,0.92,403,130,21,White,Black
8089-1,Hoth Wampa Cave,39.99,34.0,-5.990000000000002,147.6,Licensed-StarWars,2010.0,5604.704000000002,0.59,304,126,15,White,Gray
8091-1,Republic Swamp Speeder,29.99,21.0,-8.989999999999998,104.0,Licensed-StarWars,2010.0,,,184,91,13,Gray,Black
8092-1,Luke's Landspeeder,24.99,16.0,-8.989999999999998,193.60000000000002,Licensed-StarWars,2010.0,,,170,82,13,Red,Black
8093-1,Plo Koon's Jedi Starfighter,24.99,19.0,-5.989999999999998,77.39999999999999,Licensed-StarWars,2010.0,4728.576,0.3,177,84,14,Blue,White
8095-1,General Grievous' Starfighter,49.99,34.0,-15.990000000000002,98.7,Licensed-StarWars,2010.0,8256.96,0.78,469,157,17,Gray,Black
8096-1,Emperor Palpatine's Shuttle,59.99,38.0,-21.990000000000002,80.0,Licensed-StarWars,2010.0,8984.52,1.1,602,158,18,Gray,White
8097-1,Slave I,79.99,67.0,-12.989999999999995,132.0,Licensed-StarWars,2010.0,12882.239999999998,1.06,583,172,20,Gray,Gray
8098-1,Clone Turbo Tank,119.99,89.0,-30.989999999999995,69.0,Licensed-StarWars,2010.0,19139.652,1.88,1187,212,22,Gray,Black
8099-1,Midi-scale Imperial Star Destroyer,39.99,41.0,1.009999999999998,42.0,Licensed-StarWars,2010.0,,,429,100,8,Gray,Gray
8128-1,Cad Bane's Speeder,49.99,38.0,-11.990000000000002,88.0,Licensed-StarWars,2010.0,,,330,139,15,Gray,Gray
8129-1,AT-AT Walker,109.99,141.0,31.010000000000005,44.1,Licensed-StarWars,2010.0,,,821,181,17,Gray,Black
8188-1,Fire Blaster,9.99,7.0,-2.99,107.5,Lego-Brand,2010.0,1642.7910000000006,0.15,75,51,15,Gray,Gray
8189-1,Magma Mech,19.99,11.0,-8.989999999999998,61.1,Lego-Brand,2010.0,4728.576,0.39,192,93,16,Green,Gray
8190-1,Claw Catcher,34.99,21.0,-13.990000000000002,32.9,Lego-Brand,2010.0,7105.964,0.67,273,118,18,Gray,Green
8191-1,Lavatraz,49.99,58.0,8.009999999999998,20.0,Lego-Brand,2010.0,11877.84,1.02,396,150,21,Black,Green
8192-1,Lime Racer,5.99,4.0,-1.9900000000000002,12.899999999999999,Sports,2010.0,724.6080000000003,0.1,45,24,5,Black,Green
8193-1,Blue Bullet,5.99,2.0,-3.99,10.0,Sports,2010.0,724.6080000000003,0.1,52,22,6,Black,Blue
8194-1,Nitro Muscle,5.99,4.0,-1.9900000000000002,3.0,Sports,2010.0,724.6080000000003,0.1,48,26,8,Blue,Black
8195-1,Turbo Tow,5.99,3.0,-2.99,12.0,Sports,2010.0,724.6080000000003,0.1,44,27,7,Black,Red
8196-1,Chopper Jump,14.99,8.0,-6.99,9.0,Sports,2010.0,2703.96,0.29,151,79,12,Black,White
8197-1,Highway Chaos,14.99,8.0,-6.99,7.0,Sports,2010.0,2703.96,0.3,151,87,12,Black,Gray
8198-1,Ramp Crash,14.99,9.0,-5.99,9.0,Sports,2010.0,2703.96,0.29,152,73,10,Black,White
8199-1,Security Smash,14.99,10.0,-4.99,9.0,Sports,2010.0,2703.96,0.3,139,74,13,Black,Gray
8211-1,Brick Street Getaway,39.99,47.0,7.009999999999998,,Sports,2010.0,10016.64,1.03,565,230,19,Black,Gray
8214-1,Lamborghini Polizia,59.99,92.0,32.01,14.100000000000001,Sports,2010.0,,,823,206,15,Black,Blue
8403-1,City House,39.99,39.0,-0.990000000000002,45.0,Modern-City,2010.0,,,395,146,15,White,Gray
8404-1,Public Transport Station,99.99,105.0,5.010000000000005,50.599999999999994,Modern-City,2010.0,,,884,260,20,White,Black
8409-1,Spidermonkey,14.99,9.0,-5.99,8.0,Constraction,2010.0,3052.562,0.23,21,8,3,Blue,Blue
8410-1,Swampfire,14.99,14.0,-0.9900000000000002,8.100000000000001,Constraction,2010.0,3052.562,0.21,24,10,3,Green,Red
8411-1,ChromaStone,14.99,11.0,-3.99,17.2,Constraction,2010.0,3052.562,0.2,22,8,3,Red,Blue
8517-1,Humungousaur,14.99,7.0,-7.99,11.2,Constraction,2010.0,3052.562,0.21,14,8,2,Brown,Tan
8518-1,Jet Ray,14.99,9.0,-5.99,6.0,Constraction,2010.0,3052.562,0.21,16,8,3,Red,Red
8519-1,Big Chill,14.99,19.0,4.01,9.899999999999999,Constraction,2010.0,3052.562,0.22,20,8,4,Black,Blue
8863-1,Blizzard's Peak,59.99,18.0,-41.99,9.0,Sports,2010.0,12882.239999999998,0.99,533,247,20,Black,Gray
8864-1,Desert of Destruction,89.99,42.0,-47.989999999999995,14.100000000000001,Sports,2010.0,19139.652,1.76,1017,354,20,Black,Gray
8896-1,Snake Canyon,9.99,5.0,-4.99,41.8,Sports,2010.0,1642.7910000000006,0.1,61,45,12,Black,Gray
8897-1,Jagged Jaws Reef,19.99,4.0,-15.989999999999998,20.0,Sports,2010.0,4728.576,0.38,195,106,12,Black,White
8898-1,Wreckage Road,29.99,15.0,-14.989999999999998,16.0,Sports,2010.0,7105.964,0.56,279,126,15,Black,Red
8899-1,Gator Swamp,39.99,18.0,-21.990000000000002,2.0,Sports,2010.0,10016.64,0.66,347,174,19,Black,Gray
10155-1,Maersk Line Container Ship,119.99,156.0,36.010000000000005,12.899999999999999,Advanced-models,2010.0,,,993,162,14,White,Gray
10210-1,Imperial Flagship,179.99,513.0,333.01,76.8,Advanced-models,2010.0,,,1639,214,26,Black,Brown
10211-1,Grand Emporium,149.99,243.0,93.00999999999999,105.6,Advanced-models,2010.0,,,2221,314,28,Gray,Tan
10212-1,Imperial Shuttle,259.99,455.0,195.01,85.0,Licensed-StarWars,2010.0,,,2518,253,18,White,Gray
10213-1,Shuttle Adventure,99.99,241.0,141.01,44.1,Advanced-models,2010.0,,,1222,266,18,White,Black
10214-1,Tower Bridge,239.99,158.0,-81.99000000000001,56.400000000000006,Advanced-models,2010.0,,4.35,4335,207,16,Tan,White
10215-1,Obi-Wan's Jedi Starfighter,99.99,143.0,43.010000000000005,18.0,Licensed-StarWars,2010.0,,,688,176,17,White,Red
10216-1,Winter Village Bakery,54.99,172.0,117.00999999999999,49.5,Advanced-models,2010.0,,,702,225,30,Gray,White
20013-1,Neptune Microsub,,3.0,,28.699999999999996,Lego-Brand,2010.0,,,69,42,9,Red,Gray
20014-1,4x4 Dynamo,,6.0,,8.0,Advanced-models,2010.0,,,76,37,7,Gray,Gray
20015-1,Crocodile,,6.0,,12.899999999999999,Advanced-models,2010.0,,,93,31,11,Green,Green
20016-1,Imperial Shuttle,,8.0,,7.0,Licensed-StarWars,2010.0,,,72,37,6,White,Gray
20017-1,BrickMaster - Prince of Persia,,4.0,,4.0,Licensed-Movie,2010.0,,,55,32,13,White,Black
20018-1,AT-AT Walker,,17.0,,4.0,Licensed-StarWars,2010.0,,,88,38,3,Gray,Gray
21006-1,The White House,49.99,47.0,-2.990000000000002,21.0,Advanced-models,2010.0,,0.7,567,81,6,White,Black
30010-1,Fire Chief,2.99,2.0,-0.9900000000000002,17.2,Modern-City,2010.0,,,33,22,7,Red,Black
30011-1,Police Dinghy,,3.0,,14.0,Modern-City,2010.0,,,17,15,8,White,Yellow
30012-1,Microlight,3.99,3.0,-0.9900000000000002,19.2,Modern-City,2010.0,,,40,35,10,Gray,Red
30013-1,Police Buggy,3.99,2.0,-1.9900000000000002,13.2,Modern-City,2010.0,,,31,20,8,Gray,Black
30020-1,Jet,,0.0,,,Advanced-models,2010.0,,,47,29,7,Gray,Yellow
30021-1,Parrot,,3.0,,19.2,Advanced-models,2010.0,,,51,31,9,Red,Blue
30030-1,Rally Raider,,2.0,,,Sports,2010.0,,,31,19,4,Black,Red
30031-1,World Race Powerboat,3.99,2.0,-1.9900000000000002,7.0,Sports,2010.0,,,28,23,6,Green,Black
30032-1,World Race Buggy,3.99,2.0,-1.9900000000000002,8.0,Sports,2010.0,,,35,23,5,Black,Gray
30033-1,Truck,,3.0,,,Sports,2010.0,,,41,25,5,Black,Blue
30034-1,Tow Truck,,2.0,,3.0,Sports,2010.0,,,35,25,6,Black,Yellow
30035-1,Off-Road Racer 2,,1.0,,3.0,Sports,2010.0,,,30,16,3,Black,Gray
30040-1,Octopus,3.99,5.0,1.0099999999999998,12.0,Lego-Brand,2010.0,,,45,18,6,Black,White
30041-1,Piranha,,4.0,,13.2,Lego-Brand,2010.0,,,49,32,8,Black,Gray
30042-1,Mini Sub,3.99,2.0,-1.9900000000000002,34.199999999999996,Lego-Brand,2010.0,,,42,29,10,Black,Gray
30050-1,Republic Attack Shuttle,3.49,5.0,1.5099999999999998,17.2,Licensed-StarWars,2010.0,,,60,33,8,White,Red
30061-1,Attack Wagon,,11.0,,9.0,Historical,2010.0,,,38,25,11,Black,Green
30062-1,Target Practice,3.99,7.0,3.01,22.0,Historical,2010.0,,,33,28,13,Brown,Black
30070-1,Alien Space Ship,3.99,4.0,0.009999999999999787,36.0,Licensed-Movie,2010.0,,,34,24,9,White,Blue
30071-1,Army Jeep,3.99,5.0,1.0099999999999998,25.2,Licensed-Movie,2010.0,,,39,22,4,Green,Black
30072-1,Woody's Camp Out,,5.0,,27.3,Licensed-Movie,2010.0,,,17,14,7,Black,Brown
30073-1,Buzz's Mini Ship,,18.0,,14.100000000000001,Licensed-Movie,2010.0,,,22,16,6,Blue,White
2063-1,Stormer 2.0,7.99,7.0,-0.9900000000000002,39.6,Constraction,2011.0,1243.4239999999998,0.15,32,22,7,Black,White
2065-1,Furno 2.0,7.99,6.0,-1.9900000000000002,12.0,Constraction,2011.0,1243.4239999999998,0.15,30,18,5,Red,Black
2067-1,Evo 2.0,7.99,9.0,1.0099999999999998,38.4,Constraction,2011.0,1243.4239999999998,0.15,31,21,5,Yellow,Black
2068-1,Nex 2.0,7.99,6.0,-1.9900000000000002,49.5,Constraction,2011.0,1243.4239999999998,0.15,31,18,6,Yellow,Black
2111-1,Kai,9.99,8.0,-1.9900000000000002,32.8,Lego-Brand,2011.0,1107.6799999999996,0.1,19,17,8,Red,Red
2112-1,Cole,9.99,9.0,-0.9900000000000002,9.899999999999999,Lego-Brand,2011.0,1107.6799999999996,0.1,18,16,8,,Brown
2113-1,Zane,9.99,6.0,-3.99,23.0,Lego-Brand,2011.0,1107.6799999999996,0.1,19,17,9,White,White
2114-1,Chopov,9.99,6.0,-3.99,12.0,Lego-Brand,2011.0,1107.6799999999996,0.1,20,17,7,White,White
2115-1,Bonezai,9.99,4.0,-5.99,21.0,Lego-Brand,2011.0,1107.6799999999996,0.1,25,20,7,White,White
2116-1,Krazi,9.99,2.0,-7.99,15.0,Lego-Brand,2011.0,1107.6799999999996,0.1,22,18,7,White,White
2141-1,Surge 2.0,7.99,5.0,-2.99,22.799999999999997,Constraction,2011.0,1243.4239999999998,0.15,30,21,8,Blue,Black
2142-1,Breez 2.0,7.99,6.0,-1.9900000000000002,17.2,Constraction,2011.0,1243.4239999999998,0.15,29,17,4,Green,Black
2143-1,Rocka 3.0,7.99,6.0,-1.9900000000000002,19.2,Constraction,2011.0,1243.4239999999998,0.15,30,18,7,Black,Yellow
2144-1,Nex 3.0,7.99,7.0,-0.9900000000000002,9.0,Constraction,2011.0,1243.4239999999998,0.15,29,16,7,Yellow,Gray
2145-1,Stormer 3.0,7.99,9.0,1.0099999999999998,28.799999999999997,Constraction,2011.0,1243.4239999999998,0.15,31,18,7,White,Black
2170-1,Cole DX,9.99,5.0,-4.99,15.0,Lego-Brand,2011.0,1107.6799999999996,0.1,21,20,8,,Black
2171-1,Zane DX,9.99,7.0,-2.99,14.100000000000001,Lego-Brand,2011.0,1107.6799999999996,0.1,22,21,7,White,White
2172-1,Nya,9.99,5.0,-4.99,27.0,Lego-Brand,2011.0,1107.6799999999996,0.1,21,18,8,Red,Red
2173-1,Nuckal,9.99,7.0,-2.99,28.200000000000003,Lego-Brand,2011.0,1107.6799999999996,0.1,26,22,10,White,White
2174-1,Kruncha,9.99,6.0,-3.99,4.0,Lego-Brand,2011.0,1107.6799999999996,0.1,32,22,8,White,White
2175-1,Wyplash,9.99,6.0,-3.99,12.899999999999999,Lego-Brand,2011.0,1107.6799999999996,0.1,27,21,8,White,White
2182-1,Bulk 3.0,7.99,12.0,4.01,23.0,Constraction,2011.0,1243.4239999999998,0.15,30,16,6,Gray,Black
2183-1,Stringer 3.0,7.99,10.0,2.01,9.0,Constraction,2011.0,1243.4239999999998,0.15,29,17,5,Black,Yellow
2191-1,Furno 3.0,7.99,7.0,-0.9900000000000002,30.800000000000004,Constraction,2011.0,1243.4239999999998,0.15,28,16,7,Red,Black
2192-1,Drilldozer,12.99,6.0,-6.99,15.2,Constraction,2011.0,2253.4619999999995,0.22,61,33,7,Black,Red
2193-1,Jetbug,12.99,8.0,-4.99,16.0,Constraction,2011.0,2253.4619999999995,0.21,63,23,6,Black,Red
2194-1,Nitroblast,12.99,10.0,-2.99,17.0,Constraction,2011.0,2253.4619999999995,0.21,58,37,9,Red,Black
2231-1,Waspix,12.99,12.0,-0.9900000000000002,19.2,Constraction,2011.0,2253.4619999999995,0.2,52,18,5,Black,Yellow
2232-1,Raw-Jaw,12.99,12.0,-0.9900000000000002,10.0,Constraction,2011.0,2253.4619999999995,0.2,52,27,6,Red,Black
2233-1,Fangz,12.99,16.0,3.01,15.0,Constraction,2011.0,2253.4619999999995,0.2,54,27,8,Black,Gray
2235-1,Fire Lord,19.99,23.0,3.0100000000000016,17.2,Constraction,2011.0,3398.6639999999993,0.38,127,48,11,Black,Gray
2236-1,Scorpio,24.99,21.0,-3.9899999999999984,5.0,Constraction,2011.0,4728.576,0.4,104,33,7,Black,Green
2254-1,Mountain Shrine,19.99,14.0,-5.989999999999998,46.0,Lego-Brand,2011.0,3052.562,0.34,174,95,15,Gray,Gray
2255-1,Sensei Wu,9.99,6.0,-3.99,19.2,Lego-Brand,2011.0,1107.6799999999996,0.1,20,19,7,Yellow,Yellow
2256-1,Lord Garmadon,9.99,5.0,-4.99,20.0,Lego-Brand,2011.0,1107.6799999999996,0.1,23,21,10,Black,Black
2257-1,Spinjitzu Starter Set,19.99,7.0,-12.989999999999998,28.8,Lego-Brand,2011.0,1674.4,0.17,63,37,11,Black,White
2258-1,Ninja Ambush,6.99,5.0,-1.9900000000000002,101.2,Lego-Brand,2011.0,791.2919999999997,0.08,76,40,14,Brown,Gray
2259-1,Skull Motorbike,14.99,12.0,-2.99,32.8,Lego-Brand,2011.0,2301.9320000000002,0.24,164,89,13,Black,White
2260-1,Ice Dragon Attack,19.99,24.0,4.010000000000002,74.80000000000001,Lego-Brand,2011.0,3398.6639999999993,0.35,165,71,10,White,Black
2263-1,Turbo Shredder,29.99,18.0,-11.989999999999998,36.0,Lego-Brand,2011.0,7105.964,0.62,310,129,14,Black,White
2282-1,Rocka XL,24.99,37.0,12.010000000000002,17.2,Constraction,2011.0,4728.576,0.44,177,53,11,Black,Gray
2283-1,Witch Doctor,29.99,38.0,8.010000000000002,58.800000000000004,Constraction,2011.0,7105.964,0.61,337,53,8,Black,Red
2504-1,Spinjitzu Dojo,49.99,31.0,-18.990000000000002,44.0,Lego-Brand,2011.0,8256.96,0.73,395,144,20,Black,Brown
2505-1,Garmadon's Dark Fortress,69.99,64.0,-5.989999999999995,20.0,Lego-Brand,2011.0,12882.239999999998,1.13,531,181,18,White,Black
2506-1,Skull Truck,59.99,37.0,-22.990000000000002,23.0,Lego-Brand,2011.0,9500.651999999998,0.98,530,182,17,White,Black
2507-1,Fire Temple,119.99,102.0,-17.989999999999995,30.0,Lego-Brand,2011.0,19139.652,2.07,1208,283,28,Black,Brown
2508-1,Blacksmith Shop,19.99,23.0,3.0100000000000016,20.0,Lego-Brand,2011.0,3398.6639999999993,0.39,186,96,17,Black,Brown
2509-1,Earth Dragon Defense,34.99,52.0,17.009999999999998,34.300000000000004,Lego-Brand,2011.0,5604.704000000002,0.53,228,99,20,Gray,Brown
2516-1,Ninja Training Outpost,4.99,4.0,-0.9900000000000002,88.2,Lego-Brand,2011.0,521.794,0.05,51,40,11,Black,Red
2518-1,Nuckal's ATV,24.99,14.0,-10.989999999999998,8.100000000000001,Lego-Brand,2011.0,,,183,81,11,White,Black
2519-1,Skeleton Bowling,29.99,22.0,-7.989999999999998,12.899999999999999,Lego-Brand,2011.0,,,383,110,14,Black,Brown
2520-1,Ninjago Battle Arena,49.99,10.0,-39.99,12.0,Lego-Brand,2011.0,,,474,194,16,Black,White
2521-1,Lightning Dragon Battle,79.99,105.0,25.010000000000005,20.0,Lego-Brand,2011.0,,,660,216,22,Black,White
3365-1,Space Moon Buggy,4.99,4.0,-0.9900000000000002,49.199999999999996,Modern-City,2011.0,521.794,0.06,37,23,9,Gray,Black
3366-1,Satellite Launch Pad,19.99,8.0,-11.989999999999998,23.0,Modern-City,2011.0,3052.562,0.32,171,77,13,White,Gray
3367-1,Space Shuttle,29.99,17.0,-12.989999999999998,42.0,Modern-City,2011.0,5604.704000000002,0.59,236,99,13,White,Black
3368-1,Space Centre,69.99,49.0,-20.989999999999995,23.0,Modern-City,2011.0,12882.239999999998,1.39,507,193,20,Black,Red
3648-1,Police Chase,24.99,18.0,-6.989999999999998,28.0,Modern-City,2011.0,,,186,104,18,White,Black
3658-1,Police Helicopter,34.99,25.0,-9.990000000000002,12.899999999999999,Modern-City,2011.0,,,247,119,16,Black,White
3661-1,Bank & Money Transfer,49.99,41.0,-8.990000000000002,100.8,Modern-City,2011.0,,,428,197,22,Gray,White
3677-1,Red Cargo Train,159.99,187.0,27.00999999999999,7.0,Modern-City,2011.0,,,842,243,21,Gray,Gray
3815-1,Heroic Heroes of the Deep,14.99,20.0,5.01,32.199999999999996,Licensed-Other,2011.0,1773.2159999999994,0.17,102,65,16,Black,Yellow
3816-1,Glove World,19.99,16.0,-3.9899999999999984,13.2,Licensed-Other,2011.0,2301.9320000000002,0.27,172,72,14,Brown,White
4181-1,Isla de la Muerta,19.99,38.0,18.01,92.0,Licensed-Movie,2011.0,2301.9320000000002,0.28,174,94,22,Gray,Gray
4182-1,The Cannibal Escape,29.99,28.0,-1.9899999999999984,35.2,Licensed-Movie,2011.0,3989.2259999999997,0.41,294,120,18,Brown,White
4183-1,The Mill,39.99,45.0,5.009999999999998,24.0,Licensed-Movie,2011.0,5604.704000000002,0.69,374,113,20,Gray,Gray
4184-1,The Black Pearl,99.99,275.0,175.01,41.4,Licensed-Movie,2011.0,19139.652,1.74,831,194,19,Black,Gray
4191-1,Captain's Cabin,11.99,17.0,5.01,90.3,Licensed-Movie,2011.0,1238.826,0.13,102,53,16,Yellow,Brown
4192-1,Fountain of Youth,19.99,27.0,7.010000000000002,64.8,Licensed-Movie,2011.0,2301.9320000000002,0.26,134,64,16,Green,Transparent
4193-1,The London Escape,49.99,46.0,-3.990000000000002,32.0,Licensed-Movie,2011.0,8256.96,0.8,487,179,21,Black,Gray
4194-1,Whitecap Bay,79.99,81.0,1.0100000000000051,47.0,Licensed-Movie,2011.0,12882.239999999998,1.46,775,208,26,Gray,Brown
4195-1,Queen Anne's Revenge,119.99,224.0,104.01,50.599999999999994,Licensed-Movie,2011.0,19139.652,1.97,1124,244,25,Black,Gray
4641-1,Speedboat,4.99,3.0,-1.9900000000000002,35.1,Modern-City,2011.0,643.9159999999998,0.08,35,28,6,Black,White
4642-1,Fishing Boat,19.99,11.0,-8.989999999999998,15.2,Modern-City,2011.0,2301.9320000000002,0.26,69,50,15,White,Red
4643-1,Power Boat Transporter,39.99,14.0,-25.990000000000002,12.899999999999999,Modern-City,2011.0,8256.96,0.65,256,124,10,Yellow,Black
4644-1,Marina,49.99,27.0,-22.990000000000002,27.3,Modern-City,2011.0,8984.52,0.88,285,140,19,White,Gray
4645-1,Harbour,89.99,75.0,-14.989999999999995,15.0,Modern-City,2011.0,19139.652,1.65,562,221,21,Gray,Black
4865-1,The Forbidden Forest,11.99,22.0,10.01,68.8,Licensed-Movie,2011.0,1238.826,0.12,65,41,14,Black,Brown
4866-1,The Knight Bus,34.99,70.0,35.01,44.0,Licensed-Movie,2011.0,4728.576,0.56,281,83,15,Blue,Black
4867-1,Hogwarts,49.99,61.0,11.009999999999998,49.5,Licensed-Movie,2011.0,8256.96,0.91,477,156,26,Tan,Gray
5761-1,Mini Digger,5.99,3.0,-2.99,24.0,Advanced-models,2011.0,705.0239999999999,0.1,63,32,8,Yellow,Gray
5762-1,Mini Plane,5.99,3.0,-2.99,30.800000000000004,Advanced-models,2011.0,705.0239999999999,0.1,58,37,9,Yellow,White
5763-1,Dune Hopper,12.99,5.0,-7.99,27.0,Advanced-models,2011.0,1773.2159999999994,0.27,142,71,9,Gray,Black
5764-1,Rescue Robot,16.99,12.0,-4.989999999999998,16.0,Advanced-models,2011.0,2301.9320000000002,0.27,157,71,10,Black,Red
5765-1,Transport Truck,19.99,6.0,-13.989999999999998,9.0,Advanced-models,2011.0,3989.2259999999997,0.45,286,107,13,Gray,Blue
5766-1,Log Cabin,29.99,20.0,-9.989999999999998,67.2,Advanced-models,2011.0,5604.704000000002,0.85,365,108,17,Brown,Tan
5767-1,Cool Cruiser,39.99,26.0,-13.990000000000002,16.0,Advanced-models,2011.0,10016.64,1.16,635,158,11,Yellow,Black
5770-1,Lighthouse Island,39.99,40.0,0.00999999999999801,58.800000000000004,Advanced-models,2011.0,9500.651999999998,1.09,531,169,18,White,Red
5771-1,Hillside House,69.99,55.0,-14.989999999999995,44.1,Advanced-models,2011.0,,,729,210,23,White,Gray
6918-1,Blacksmith Attack,9.99,22.0,12.01,78.19999999999999,Historical,2011.0,1238.826,0.15,117,73,14,Black,Brown
7049-1,Alien Striker,4.99,4.0,-0.9900000000000002,58.5,Space,2011.0,521.794,0.05,46,26,11,Gray,Green
7050-1,Alien Defender,9.99,5.0,-4.99,32.199999999999996,Space,2011.0,1238.826,0.11,113,60,16,Gray,Gray
7051-1,Tripod Invader,19.99,18.0,-1.9899999999999984,85.0,Space,2011.0,3398.6639999999993,0.32,172,71,16,Black,Gray
7052-1,UFO Abduction,29.99,20.0,-9.989999999999998,58.800000000000004,Space,2011.0,5604.704000000002,0.51,218,88,21,Gray,Gray
7065-1,Alien Mothership,59.99,31.0,-28.990000000000002,32.0,Space,2011.0,9500.651999999998,0.99,425,99,18,Gray,Black
7066-1,Earth Defense HQ,89.99,69.0,-20.989999999999995,45.0,Space,2011.0,19139.652,1.66,908,308,23,Blue,Gray
7067-1,Jet-Copter Encounter,39.99,24.0,-15.990000000000002,22.0,Space,2011.0,8256.96,0.72,389,146,20,Blue,Gray
7187-1,Escape from the Dragon's Prison,19.99,50.0,30.01,36.0,Historical,2011.0,3398.6639999999993,0.36,190,89,17,Black,Brown
7188-1,King's Carriage Ambush,39.99,39.0,-0.990000000000002,24.0,Historical,2011.0,5604.704000000002,0.55,290,121,24,Brown,White
7189-1,Mill Village Raid,69.99,158.0,88.01,39.6,Historical,2011.0,12882.239999999998,1.26,678,200,23,Brown,Gray
7279-1,Police Minifigure Collection,9.99,4.0,-5.99,92.4,Modern-City,2011.0,791.2919999999997,0.09,61,48,13,Gray,Black
7285-1,Police Dog Unit,12.99,6.0,-6.99,52.800000000000004,Modern-City,2011.0,1642.7910000000006,0.15,100,52,11,White,Blue
7286-1,Prisoner Transport,19.99,9.0,-10.989999999999998,39.6,Modern-City,2011.0,3052.562,0.34,182,102,16,White,Gray
7287-1,Police Boat,39.99,20.0,-19.990000000000002,23.099999999999998,Modern-City,2011.0,10016.64,0.76,183,106,13,White,Black
7288-1,Mobile Police Unit,44.99,19.0,-25.990000000000002,25.799999999999997,Modern-City,2011.0,8984.52,0.85,425,172,18,White,Gray
7305-1,Scarab Attack,4.99,5.0,0.009999999999999787,96.0,Historical,2011.0,521.794,0.05,47,32,12,Black,Gray
